sp|Q74EE6|Y1016_GEOSL	K07085
tr|Q74DE9|Q74DE9_GEOSL
tr|Q74H57|Q74H57_GEOSL	K01975
tr|Q748P6|Q748P6_GEOSL	K07089
tr|Q74D17|Q74D17_GEOSL
tr|Q74E05|Q74E05_GEOSL	K05520
tr|Q74DD1|Q74DD1_GEOSL	K19123
tr|Q74GP5|Q74GP5_GEOSL	K07303
tr|Q74BM6|Q74BM6_GEOSL	K03574
tr|Q74DF4|Q74DF4_GEOSL
tr|Q74AB8|Q74AB8_GEOSL	K18828
tr|Q74C90|Q74C90_GEOSL	K02653
tr|Q74DF7|Q74DF7_GEOSL
tr|Q74EU1|Q74EU1_GEOSL	K18672
tr|Q74C25|Q74C25_GEOSL
tr|Q747P2|Q747P2_GEOSL
tr|Q74E50|Q74E50_GEOSL
tr|Q748R3|Q748R3_GEOSL
tr|Q74FV9|Q74FV9_GEOSL	K03885
tr|Q748P8|Q748P8_GEOSL	K03741
tr|I7FIF0|I7FIF0_GEOSL
tr|G5EBD6|G5EBD6_GEOSL
tr|Q747N8|Q747N8_GEOSL
tr|Q74F03|Q74F03_GEOSL	K13930
tr|Q74F66|Q74F66_GEOSL
tr|Q749Z0|Q749Z0_GEOSL	K05788
tr|Q747C0|Q747C0_GEOSL	K08303
tr|Q74GL7|Q74GL7_GEOSL	K00666
tr|Q74G28|Q74G28_GEOSL	K02416
tr|Q74CL4|Q74CL4_GEOSL	K02488
tr|Q74H75|Q74H75_GEOSL	K03723
tr|Q74GN4|Q74GN4_GEOSL	K05833
tr|Q749T3|Q749T3_GEOSL
tr|Q74GW1|Q74GW1_GEOSL
tr|Q74BC2|Q74BC2_GEOSL
tr|Q74EL0|Q74EL0_GEOSL
tr|Q74H37|Q74H37_GEOSL
tr|I7F9N8|I7F9N8_GEOSL
tr|Q74BA9|Q74BA9_GEOSL
tr|Q74B55|Q74B55_GEOSL
tr|Q74EA8|Q74EA8_GEOSL	K07112
tr|I7FIJ8|I7FIJ8_GEOSL	K03412
tr|Q74AZ7|Q74AZ7_GEOSL	K21900
tr|Q74EB1|Q74EB1_GEOSL
tr|Q74H06|Q74H06_GEOSL	K17996
tr|Q74GU0|Q74GU0_GEOSL
tr|Q74GS8|Q74GS8_GEOSL	K07491
tr|Q74CV6|Q74CV6_GEOSL
tr|Q74F55|Q74F55_GEOSL
tr|I7EP66|I7EP66_GEOSL
tr|Q74AZ4|Q74AZ4_GEOSL
tr|Q74DM4|Q74DM4_GEOSL
tr|Q746U9|Q746U9_GEOSL
tr|Q74FK4|Q74FK4_GEOSL
tr|Q74H31|Q74H31_GEOSL
tr|Q74AM3|Q74AM3_GEOSL
tr|Q74D50|Q74D50_GEOSL	K00175
tr|Q74E60|Q74E60_GEOSL
tr|I7EP33|I7EP33_GEOSL
tr|Q748W2|Q748W2_GEOSL
tr|Q74AK1|Q74AK1_GEOSL
tr|Q74EY4|Q74EY4_GEOSL	K06911
tr|Q74CF7|Q74CF7_GEOSL	K00957
tr|Q747M1|Q747M1_GEOSL
tr|Q74D72|Q74D72_GEOSL
tr|Q747L3|Q747L3_GEOSL
tr|I7EP56|I7EP56_GEOSL
tr|Q747G2|Q747G2_GEOSL
tr|Q74D79|Q74D79_GEOSL
tr|Q74EJ7|Q74EJ7_GEOSL
tr|Q74DL5|Q74DL5_GEOSL	K03408
tr|Q748W0|Q748W0_GEOSL	K07399
tr|Q747Y7|Q747Y7_GEOSL
tr|Q747H3|Q747H3_GEOSL
tr|Q74FM0|Q74FM0_GEOSL	K07139
tr|Q74AP0|Q74AP0_GEOSL	K03321
tr|Q74DC8|Q74DC8_GEOSL	K19125
tr|Q74CX9|Q74CX9_GEOSL
tr|Q74FV0|Q74FV0_GEOSL	K09137
tr|Q74FZ3|Q74FZ3_GEOSL	K09458
tr|Q74G15|Q74G15_GEOSL	K03182
tr|Q74FX4|Q74FX4_GEOSL
tr|Q74AU7|Q74AU7_GEOSL
tr|Q747Q9|Q747Q9_GEOSL	K06204
tr|Q74A31|Q74A31_GEOSL
tr|Q747C5|Q747C5_GEOSL	K09786
tr|I7F9M3|I7F9M3_GEOSL
tr|Q74C45|Q74C45_GEOSL	K06990
tr|Q74BB0|Q74BB0_GEOSL
tr|Q74BL1|Q74BL1_GEOSL	K02664
tr|Q74DN2|Q74DN2_GEOSL
tr|Q749H6|Q749H6_GEOSL
tr|Q74FD9|Q74FD9_GEOSL
tr|Q74DI2|Q74DI2_GEOSL
tr|Q74A65|Q74A65_GEOSL
tr|Q74AU1|Q74AU1_GEOSL	K02527
tr|Q747Z7|Q747Z7_GEOSL	K07664
tr|Q748Q9|Q748Q9_GEOSL	K03406
tr|Q74AJ6|Q74AJ6_GEOSL	K01236
tr|Q747J2|Q747J2_GEOSL
tr|Q74GE3|Q74GE3_GEOSL
tr|Q749F7|Q749F7_GEOSL	K04487
tr|Q74CU5|Q74CU5_GEOSL	K05296
tr|Q74E58|Q74E58_GEOSL	K01647
tr|Q748X3|Q748X3_GEOSL	K00133
tr|Q74FJ4|Q74FJ4_GEOSL
tr|Q74CC9|Q74CC9_GEOSL
tr|Q74BY0|Q74BY0_GEOSL
tr|Q74C87|Q74C87_GEOSL
tr|Q749W2|Q749W2_GEOSL	K07313
tr|Q74G60|Q74G60_GEOSL	K03306
tr|Q74F73|Q74F73_GEOSL	K07171
tr|Q746W2|Q746W2_GEOSL	K02030
tr|Q74CE0|Q74CE0_GEOSL	K01999
tr|Q74G54|Q74G54_GEOSL
tr|Q74BZ4|Q74BZ4_GEOSL	K02793
tr|Q74ED7|Q74ED7_GEOSL
tr|Q747I9|Q747I9_GEOSL
tr|Q74DX1|Q74DX1_GEOSL
tr|Q74A07|Q74A07_GEOSL	K07001
tr|I7FKC9|I7FKC9_GEOSL
tr|Q74A49|Q74A49_GEOSL
tr|Q74DW6|Q74DW6_GEOSL
tr|Q74FB4|Q74FB4_GEOSL
tr|Q74FH1|Q74FH1_GEOSL
tr|Q74AW9|Q74AW9_GEOSL	K02341
tr|Q74FF0|Q74FF0_GEOSL
tr|Q74CH8|Q74CH8_GEOSL	K01733
tr|Q74GQ3|Q74GQ3_GEOSL
tr|Q74D93|Q74D93_GEOSL
tr|Q74EA1|Q74EA1_GEOSL
tr|Q749M1|Q749M1_GEOSL	K05587
tr|Q74BP4|Q74BP4_GEOSL
tr|Q74ET7|Q74ET7_GEOSL
tr|Q748S7|Q748S7_GEOSL
tr|Q74B81|Q74B81_GEOSL
tr|Q74A53|Q74A53_GEOSL	K13747
tr|I7FKC4|I7FKC4_GEOSL
tr|Q747D4|Q747D4_GEOSL	K03856
tr|Q748Q7|Q748Q7_GEOSL
tr|Q74CP7|Q74CP7_GEOSL	K05799
tr|Q74DW2|Q74DW2_GEOSL	K11105
tr|Q747P9|Q747P9_GEOSL
tr|Q749P3|Q749P3_GEOSL	K03635
tr|Q747V8|Q747V8_GEOSL
tr|I7EEZ6|I7EEZ6_GEOSL
tr|Q74DI3|Q74DI3_GEOSL
tr|Q74BQ7|Q74BQ7_GEOSL
tr|Q748R9|Q748R9_GEOSL	K03887
tr|Q749U0|Q749U0_GEOSL	K03406
tr|Q74G29|Q74G29_GEOSL	K02415
tr|I7EF74|I7EF74_GEOSL
tr|I7FK46|I7FK46_GEOSL
tr|Q74H88|Q74H88_GEOSL	K02469
tr|Q748B7|Q748B7_GEOSL	K02316
tr|Q74E36|Q74E36_GEOSL
tr|Q74BQ4|Q74BQ4_GEOSL
tr|Q749X3|Q749X3_GEOSL	K00773
tr|Q748G9|Q748G9_GEOSL
tr|Q74A24|Q74A24_GEOSL
tr|Q74DT5|Q74DT5_GEOSL	K01989
tr|Q746Z4|Q746Z4_GEOSL	K03500
tr|Q74AY2|Q74AY2_GEOSL
tr|Q74A81|Q74A81_GEOSL
tr|Q74EZ5|Q74EZ5_GEOSL
tr|Q74CT4|Q74CT4_GEOSL	K07742
tr|Q74GK4|Q74GK4_GEOSL	K02078
tr|Q74GK5|Q74GK5_GEOSL
tr|Q74C01|Q74C01_GEOSL	K08738
tr|Q74FI7|Q74FI7_GEOSL
tr|Q74D48|Q74D48_GEOSL	K07814
tr|Q74AV6|Q74AV6_GEOSL
tr|Q74CY8|Q74CY8_GEOSL	K03583
tr|Q74GS7|Q74GS7_GEOSL
tr|Q746Q6|Q746Q6_GEOSL
tr|Q74GZ6|Q74GZ6_GEOSL	K03737
tr|Q74G31|Q74G31_GEOSL
tr|Q749C0|Q749C0_GEOSL	K01993
tr|Q74GN5|Q74GN5_GEOSL	K05832
tr|Q749U7|Q749U7_GEOSL
tr|Q74BI1|Q74BI1_GEOSL	K03592
tr|Q74GX2|Q74GX2_GEOSL	K06281
tr|Q74CU7|Q74CU7_GEOSL
tr|Q74CA3|Q74CA3_GEOSL
tr|Q74DG6|Q74DG6_GEOSL	K21029
tr|Q74BP9|Q74BP9_GEOSL	K10914
tr|Q746W1|Q746W1_GEOSL
tr|Q74CH5|Q74CH5_GEOSL
tr|I7FKB2|I7FKB2_GEOSL
tr|Q74C44|Q74C44_GEOSL	K06024
tr|Q748M5|Q748M5_GEOSL
tr|Q74FL5|Q74FL5_GEOSL
tr|Q74H14|Q74H14_GEOSL
tr|Q749I5|Q749I5_GEOSL	K03701
tr|Q749S7|Q749S7_GEOSL	K03585
tr|Q748V6|Q748V6_GEOSL
tr|Q74EY0|Q74EY0_GEOSL	K15727
tr|Q74FC4|Q74FC4_GEOSL
tr|Q74FH5|Q74FH5_GEOSL	K12990
tr|Q74AW8|Q74AW8_GEOSL
tr|Q74FN1|Q74FN1_GEOSL	K06200
tr|Q74DX7|Q74DX7_GEOSL	K19225
tr|Q74AA3|Q74AA3_GEOSL	K00926
tr|Q74AL1|Q74AL1_GEOSL	K05567
tr|Q748I2|Q748I2_GEOSL
tr|Q74A37|Q74A37_GEOSL
tr|Q74EI9|Q74EI9_GEOSL
tr|I7EF39|I7EF39_GEOSL
tr|Q74BM5|Q74BM5_GEOSL
tr|Q74F23|Q74F23_GEOSL	K03605
tr|Q747S4|Q747S4_GEOSL
tr|Q74ER1|Q74ER1_GEOSL
tr|Q74H32|Q74H32_GEOSL
tr|Q74EC4|Q74EC4_GEOSL
tr|Q749C8|Q749C8_GEOSL
tr|Q74H89|Q74H89_GEOSL	K02470
tr|Q749P5|Q749P5_GEOSL	K03585
tr|Q74H76|Q74H76_GEOSL	K03769
tr|Q74GG3|Q74GG3_GEOSL
tr|Q74DY6|Q74DY6_GEOSL
tr|Q74EX8|Q74EX8_GEOSL	K04751
tr|Q746R8|Q746R8_GEOSL	K00265
tr|I7FIH1|I7FIH1_GEOSL	K05566
tr|Q747C6|Q747C6_GEOSL	K07180
tr|Q747U0|Q747U0_GEOSL
tr|Q74BS3|Q74BS3_GEOSL	K01953
tr|I7FI76|I7FI76_GEOSL
tr|Q74FD0|Q74FD0_GEOSL
tr|Q74E95|Q74E95_GEOSL	K14393
tr|Q747G6|Q747G6_GEOSL
tr|Q74GH0|Q74GH0_GEOSL	K12542
tr|Q74DJ9|Q74DJ9_GEOSL	K02523
tr|Q749V3|Q749V3_GEOSL
tr|Q74D07|Q74D07_GEOSL
tr|Q74GF5|Q74GF5_GEOSL
tr|Q74FL7|Q74FL7_GEOSL
tr|Q748N2|Q748N2_GEOSL
tr|Q74EM0|Q74EM0_GEOSL	K01092
tr|I7FKH0|I7FKH0_GEOSL
tr|Q74EW0|Q74EW0_GEOSL	K07322
tr|Q74A87|Q74A87_GEOSL
tr|Q747U3|Q747U3_GEOSL	K11901
tr|Q74C86|Q74C86_GEOSL
tr|Q74DR1|Q74DR1_GEOSL
tr|Q74CM8|Q74CM8_GEOSL
tr|Q749X4|Q749X4_GEOSL	K03210
tr|Q74DS7|Q74DS7_GEOSL	K00196
tr|Q74DR3|Q74DR3_GEOSL	K22349
tr|Q74FF5|Q74FF5_GEOSL	K21029
tr|Q74CL5|Q74CL5_GEOSL	K02238
tr|Q74B88|Q74B88_GEOSL
tr|Q74EA3|Q74EA3_GEOSL
tr|Q74C64|Q74C64_GEOSL
tr|Q74AA2|Q74AA2_GEOSL
tr|I7FIL3|I7FIL3_GEOSL	K06934
tr|Q6F2B7|Q6F2B7_GEOSL	K01696
tr|Q74E32|Q74E32_GEOSL	K03110
tr|Q74GX7|Q74GX7_GEOSL	K14260
tr|Q74D94|Q74D94_GEOSL	K02503
tr|Q748E5|Q748E5_GEOSL
tr|Q74DB6|Q74DB6_GEOSL	K02337
tr|Q746W6|Q746W6_GEOSL
tr|Q74AC2|Q74AC2_GEOSL
tr|I7FKG4|I7FKG4_GEOSL	K07399
tr|Q748G0|Q748G0_GEOSL	K02397
tr|Q749M0|Q749M0_GEOSL	K05586
tr|Q74AA1|Q74AA1_GEOSL	K03424
tr|Q74BF9|Q74BF9_GEOSL	K01790
tr|Q749K1|Q749K1_GEOSL
tr|Q74DT3|Q74DT3_GEOSL
tr|Q74G09|Q74G09_GEOSL	K03684
tr|Q748U8|Q748U8_GEOSL	K02044
tr|Q74EL3|Q74EL3_GEOSL	K02005
tr|I7F9G4|I7F9G4_GEOSL	K06006
tr|Q74H54|Q74H54_GEOSL
tr|Q746X1|Q746X1_GEOSL
tr|Q74D86|Q74D86_GEOSL	K02035
tr|Q749W0|Q749W0_GEOSL
tr|I7EPA1|I7EPA1_GEOSL
tr|Q74A33|Q74A33_GEOSL
tr|I7F9Q1|I7F9Q1_GEOSL
tr|Q74CS6|Q74CS6_GEOSL
tr|Q74AN6|Q74AN6_GEOSL
tr|Q74CE6|Q74CE6_GEOSL	K04069
tr|Q748N9|Q748N9_GEOSL	K02020
tr|Q74CU8|Q74CU8_GEOSL	K07052
tr|Q747L8|Q747L8_GEOSL
tr|Q748K1|Q748K1_GEOSL	K03794
tr|I7EET5|I7EET5_GEOSL
tr|Q74C19|Q74C19_GEOSL
tr|Q74FC0|Q74FC0_GEOSL	K07003
tr|Q748F0|Q748F0_GEOSL	K02391
tr|Q74DB7|Q74DB7_GEOSL	K03284
tr|Q74BR7|Q74BR7_GEOSL	K13010
tr|Q748A6|Q748A6_GEOSL	K19333
tr|Q748S1|Q748S1_GEOSL
tr|I7FKF0|I7FKF0_GEOSL
tr|Q74FQ9|Q74FQ9_GEOSL	K07456
tr|Q74BA4|Q74BA4_GEOSL	K15725
tr|Q749C1|Q749C1_GEOSL	K22010
tr|Q74EZ1|Q74EZ1_GEOSL	K00131
tr|I7F9J0|I7F9J0_GEOSL
tr|Q74B10|Q74B10_GEOSL	K17686
tr|Q74FX7|Q74FX7_GEOSL
tr|Q74CD5|Q74CD5_GEOSL	K00179
tr|Q74CL9|Q74CL9_GEOSL
tr|Q74FC2|Q74FC2_GEOSL	K00091
tr|Q74AY4|Q74AY4_GEOSL	K00575
tr|Q74EP9|Q74EP9_GEOSL	K15738
tr|Q749Y5|Q749Y5_GEOSL	K04517
tr|Q74F32|Q74F32_GEOSL	K00123
tr|Q74A10|Q74A10_GEOSL
tr|Q74GQ0|Q74GQ0_GEOSL
tr|Q746R3|Q746R3_GEOSL	K09694
tr|Q74GV2|Q74GV2_GEOSL	K01095
tr|Q74F39|Q74F39_GEOSL	K16137
tr|Q749T6|Q749T6_GEOSL	K00627
tr|Q74G24|Q74G24_GEOSL
tr|Q74FT3|Q74FT3_GEOSL	K03342
tr|Q74BB8|Q74BB8_GEOSL
tr|Q74FE5|Q74FE5_GEOSL	K06942
tr|Q74A35|Q74A35_GEOSL	K08303
tr|Q74BD6|Q74BD6_GEOSL	K01338
tr|Q74BR5|Q74BR5_GEOSL
tr|Q74D98|Q74D98_GEOSL
tr|Q74CK9|Q74CK9_GEOSL	K09763
tr|Q74F52|Q74F52_GEOSL
tr|Q74GA3|Q74GA3_GEOSL	K00335
tr|Q749E4|Q749E4_GEOSL	K02585
tr|Q74A40|Q74A40_GEOSL
tr|Q749U3|Q749U3_GEOSL	K02030
tr|Q749W4|Q749W4_GEOSL
tr|Q747L7|Q747L7_GEOSL
tr|Q74AX2|Q74AX2_GEOSL
tr|I7EP82|I7EP82_GEOSL
tr|Q74A21|Q74A21_GEOSL	K04487
tr|Q749C7|Q749C7_GEOSL
tr|Q74C96|Q74C96_GEOSL	K02453
tr|Q74C72|Q74C72_GEOSL	K23997
tr|Q74AS7|Q74AS7_GEOSL
tr|Q74C21|Q74C21_GEOSL	K02472
tr|Q74F95|Q74F95_GEOSL
tr|Q74CD1|Q74CD1_GEOSL
tr|Q74C13|Q74C13_GEOSL
tr|Q74GF2|Q74GF2_GEOSL
tr|Q74BR8|Q74BR8_GEOSL
tr|Q74CK4|Q74CK4_GEOSL
tr|Q74BM9|Q74BM9_GEOSL	K13819
tr|Q74A91|Q74A91_GEOSL
tr|Q74AS3|Q74AS3_GEOSL	K02836
tr|Q748Q1|Q748Q1_GEOSL	K02050
tr|Q74AP1|Q74AP1_GEOSL	K07112
tr|Q74GD8|Q74GD8_GEOSL	K04654
tr|Q74GZ9|Q74GZ9_GEOSL	K02343
tr|I7F9H7|I7F9H7_GEOSL
tr|Q74FA6|Q74FA6_GEOSL
tr|Q748I6|Q748I6_GEOSL
tr|Q74AV4|Q74AV4_GEOSL	K15894
tr|Q74B41|Q74B41_GEOSL
tr|Q74EV4|Q74EV4_GEOSL	K05794
tr|Q74BL8|Q74BL8_GEOSL
tr|Q74EH1|Q74EH1_GEOSL
tr|Q74F88|Q74F88_GEOSL
tr|Q747D9|Q747D9_GEOSL
tr|Q74GC7|Q74GC7_GEOSL
tr|Q74B73|Q74B73_GEOSL	K03630
tr|Q74CD8|Q74CD8_GEOSL
tr|Q74CK7|Q74CK7_GEOSL
tr|Q74C48|Q74C48_GEOSL	K00278
tr|I7EF63|I7EF63_GEOSL
tr|I7EP39|I7EP39_GEOSL
tr|Q747Y1|Q747Y1_GEOSL
tr|Q74A79|Q74A79_GEOSL
tr|Q74AS9|Q74AS9_GEOSL
tr|Q74BT3|Q74BT3_GEOSL
tr|Q74CM5|Q74CM5_GEOSL
tr|Q74BV3|Q74BV3_GEOSL	K07507
tr|Q74H19|Q74H19_GEOSL
tr|Q74EP7|Q74EP7_GEOSL
tr|Q74E59|Q74E59_GEOSL	K01271
tr|Q74GL1|Q74GL1_GEOSL	K06959
tr|Q749J7|Q749J7_GEOSL
tr|Q74GJ9|Q74GJ9_GEOSL	K22704
tr|Q74AQ2|Q74AQ2_GEOSL
tr|Q74AF9|Q74AF9_GEOSL
tr|Q747Q0|Q747Q0_GEOSL
tr|Q74DH3|Q74DH3_GEOSL
tr|Q74BV2|Q74BV2_GEOSL	K24105
tr|Q74GR7|Q74GR7_GEOSL
tr|Q74G33|Q74G33_GEOSL	K02414
tr|Q74FC9|Q74FC9_GEOSL
tr|Q74CQ1|Q74CQ1_GEOSL	K03303
tr|Q74C33|Q74C33_GEOSL
tr|Q74GJ5|Q74GJ5_GEOSL
tr|Q74D47|Q74D47_GEOSL
tr|Q74CA1|Q74CA1_GEOSL	K22719
tr|I7EEU0|I7EEU0_GEOSL	K02418
tr|I7FIA2|I7FIA2_GEOSL
tr|Q74FU1|Q74FU1_GEOSL	K19333
tr|Q746X9|Q746X9_GEOSL
tr|Q74AV2|Q74AV2_GEOSL
tr|Q74EG8|Q74EG8_GEOSL	K01676
tr|Q74C26|Q74C26_GEOSL
tr|Q74C23|Q74C23_GEOSL
tr|Q748E7|Q748E7_GEOSL	K00266
tr|Q74GE1|Q74GE1_GEOSL	K04652
tr|Q74DC1|Q74DC1_GEOSL
tr|Q748M9|Q748M9_GEOSL
tr|Q74GP2|Q74GP2_GEOSL	K22704
tr|Q74B06|Q74B06_GEOSL
tr|Q74B45|Q74B45_GEOSL	K08999
tr|Q74BI9|Q74BI9_GEOSL	K00180
tr|Q74D31|Q74D31_GEOSL	K07027
tr|Q74FN2|Q74FN2_GEOSL	K03298
tr|Q74BC1|Q74BC1_GEOSL	K04764
tr|Q74BY5|Q74BY5_GEOSL	K06041
tr|Q749Y1|Q749Y1_GEOSL
tr|Q74EJ4|Q74EJ4_GEOSL
tr|Q74CA6|Q74CA6_GEOSL
tr|Q746S5|Q746S5_GEOSL	K00334
tr|Q74FB5|Q74FB5_GEOSL
tr|Q749X8|Q749X8_GEOSL	K07462
tr|Q748U7|Q748U7_GEOSL
tr|Q74D46|Q74D46_GEOSL
tr|Q74EJ6|Q74EJ6_GEOSL
tr|I7EPA9|I7EPA9_GEOSL
tr|Q74CC5|Q74CC5_GEOSL
tr|Q74E04|Q74E04_GEOSL
tr|Q74DV7|Q74DV7_GEOSL
tr|Q74EL1|Q74EL1_GEOSL
tr|Q74BG1|Q74BG1_GEOSL	K03571
tr|Q74AD4|Q74AD4_GEOSL
tr|Q74DN4|Q74DN4_GEOSL
tr|Q74GE4|Q74GE4_GEOSL
tr|Q74BL2|Q74BL2_GEOSL	K02665
tr|Q74DZ8|Q74DZ8_GEOSL
tr|Q74CF9|Q74CF9_GEOSL
tr|I7EPB4|I7EPB4_GEOSL
tr|Q749P2|Q749P2_GEOSL	K05772
tr|Q74H50|Q74H50_GEOSL	K02346
tr|Q74FK6|Q74FK6_GEOSL
tr|Q74H65|Q74H65_GEOSL	K03560
tr|Q74FD8|Q74FD8_GEOSL
tr|Q749I0|Q749I0_GEOSL
tr|Q74AL7|Q74AL7_GEOSL	K01087
tr|Q74C85|Q74C85_GEOSL	K00721
tr|Q74B59|Q74B59_GEOSL
tr|I7EET1|I7EET1_GEOSL
tr|Q74FZ5|Q74FZ5_GEOSL
tr|Q74GQ1|Q74GQ1_GEOSL	K09165
tr|Q74BG4|Q74BG4_GEOSL
tr|Q74FR3|Q74FR3_GEOSL	K07285
tr|Q74GP9|Q74GP9_GEOSL	K16066
tr|Q74D16|Q74D16_GEOSL
tr|I7FK59|I7FK59_GEOSL
tr|Q74CR3|Q74CR3_GEOSL	K12340
tr|Q748S6|Q748S6_GEOSL
tr|Q74CL2|Q74CL2_GEOSL
tr|Q74DZ4|Q74DZ4_GEOSL	K06888
tr|Q74CV7|Q74CV7_GEOSL	K15371
tr|Q74F14|Q74F14_GEOSL
tr|Q74BV6|Q74BV6_GEOSL	K21310
tr|Q74GR3|Q74GR3_GEOSL	K06078
tr|Q74DV9|Q74DV9_GEOSL
tr|Q749Y2|Q749Y2_GEOSL
tr|Q74GV4|Q74GV4_GEOSL	K06898
tr|Q74DE1|Q74DE1_GEOSL
tr|Q74DV3|Q74DV3_GEOSL
tr|Q74FJ0|Q74FJ0_GEOSL
tr|Q74F10|Q74F10_GEOSL	K02029
tr|Q74EY9|Q74EY9_GEOSL	K04773
tr|Q748G4|Q748G4_GEOSL	K02406
tr|Q74EI1|Q74EI1_GEOSL
tr|Q747T8|Q747T8_GEOSL	K11904
tr|Q749M4|Q749M4_GEOSL	K00436
tr|Q74GZ4|Q74GZ4_GEOSL	K24105
tr|Q74A28|Q74A28_GEOSL	K09160
tr|Q74CV0|Q74CV0_GEOSL
tr|Q74EU6|Q74EU6_GEOSL
tr|Q749U6|Q749U6_GEOSL
tr|Q74E06|Q74E06_GEOSL	K04564
tr|Q74DB3|Q74DB3_GEOSL
tr|Q74EI5|Q74EI5_GEOSL
tr|Q74AZ2|Q74AZ2_GEOSL	K02340
tr|Q74DE8|Q74DE8_GEOSL
tr|Q3V8C6|Q3V8C6_GEOSL	K02400
tr|Q74H69|Q74H69_GEOSL
tr|Q74BB6|Q74BB6_GEOSL	K12072
tr|Q74FQ3|Q74FQ3_GEOSL
tr|Q74AD8|Q74AD8_GEOSL	K18923
tr|Q74EJ1|Q74EJ1_GEOSL
tr|Q74BJ3|Q74BJ3_GEOSL
tr|Q749R2|Q749R2_GEOSL
tr|Q74A15|Q74A15_GEOSL
tr|Q749G7|Q749G7_GEOSL
tr|Q74BS7|Q74BS7_GEOSL
tr|Q74AB4|Q74AB4_GEOSL
tr|Q74BT7|Q74BT7_GEOSL
tr|Q74G83|Q74G83_GEOSL
tr|Q74F59|Q74F59_GEOSL	K03406
tr|Q74B90|Q74B90_GEOSL	K03111
tr|Q747E4|Q747E4_GEOSL	K00937
tr|Q74CY3|Q74CY3_GEOSL	K00428
tr|Q74CK1|Q74CK1_GEOSL	K00018
tr|Q74DJ2|Q74DJ2_GEOSL
tr|Q74AP2|Q74AP2_GEOSL	K07112
tr|Q74BX7|Q74BX7_GEOSL
tr|Q74F96|Q74F96_GEOSL
tr|Q74FA4|Q74FA4_GEOSL
tr|Q74C51|Q74C51_GEOSL
tr|I7EF53|I7EF53_GEOSL
tr|Q74BQ0|Q74BQ0_GEOSL	K07052
tr|Q74A13|Q74A13_GEOSL	K03408
tr|Q74A96|Q74A96_GEOSL
tr|Q74BR0|Q74BR0_GEOSL
tr|I7FIL7|I7FIL7_GEOSL
tr|Q74AP8|Q74AP8_GEOSL
tr|Q74CU9|Q74CU9_GEOSL
tr|Q74DC3|Q74DC3_GEOSL	K09951
tr|Q74BH7|Q74BH7_GEOSL	K03631
tr|Q748J4|Q748J4_GEOSL	K02233
tr|Q74FW4|Q74FW4_GEOSL	K00384
tr|Q748H1|Q748H1_GEOSL
tr|Q74E99|Q74E99_GEOSL	K02672
tr|Q74GH7|Q74GH7_GEOSL
tr|Q74A52|Q74A52_GEOSL	K00290
tr|Q746V4|Q746V4_GEOSL
tr|Q748T7|Q748T7_GEOSL
tr|Q74BJ7|Q74BJ7_GEOSL
tr|Q74BG0|Q74BG0_GEOSL	K03570
tr|Q74D54|Q74D54_GEOSL	K00031
tr|Q746U2|Q746U2_GEOSL
tr|Q74F54|Q74F54_GEOSL
tr|I7EP71|I7EP71_GEOSL
tr|Q74C40|Q74C40_GEOSL	K01915
tr|Q747Y4|Q747Y4_GEOSL
tr|Q74BD7|Q74BD7_GEOSL
tr|I7F9G9|I7F9G9_GEOSL
tr|Q74FI6|Q74FI6_GEOSL	K23424
tr|Q746Y0|Q746Y0_GEOSL
tr|Q74CF0|Q74CF0_GEOSL	K03547
tr|Q74DS3|Q74DS3_GEOSL	K00812
tr|I7ENZ4|I7ENZ4_GEOSL
tr|Q74E31|Q74E31_GEOSL
tr|Q74AC9|Q74AC9_GEOSL
tr|Q74D69|Q74D69_GEOSL	K10773
tr|Q749S6|Q749S6_GEOSL
tr|Q74BK8|Q74BK8_GEOSL
tr|Q74CQ7|Q74CQ7_GEOSL
tr|Q3V8D3|Q3V8D3_GEOSL
tr|Q74AF4|Q74AF4_GEOSL	K03605
tr|Q74FN0|Q74FN0_GEOSL
tr|Q74E76|Q74E76_GEOSL	K03688
tr|Q74F40|Q74F40_GEOSL	K05786
tr|Q74F72|Q74F72_GEOSL
tr|Q74FV5|Q74FV5_GEOSL
tr|Q74DT6|Q74DT6_GEOSL
tr|Q74DQ3|Q74DQ3_GEOSL
tr|Q74D57|Q74D57_GEOSL	K03218
tr|Q74D83|Q74D83_GEOSL
tr|Q74AJ7|Q74AJ7_GEOSL
tr|Q74FP0|Q74FP0_GEOSL
tr|Q748A0|Q748A0_GEOSL
tr|I7EF12|I7EF12_GEOSL
tr|I7F9L4|I7F9L4_GEOSL
tr|I7EF02|I7EF02_GEOSL
tr|Q74GC4|Q74GC4_GEOSL	K02460
tr|Q746W7|Q746W7_GEOSL	K01999
tr|Q74AW1|Q74AW1_GEOSL
tr|Q74CW9|Q74CW9_GEOSL
tr|Q74C18|Q74C18_GEOSL
tr|Q74E81|Q74E81_GEOSL
tr|Q74GD3|Q74GD3_GEOSL
tr|Q749U2|Q749U2_GEOSL	K02029
tr|Q74AE6|Q74AE6_GEOSL
tr|Q74DS4|Q74DS4_GEOSL
tr|Q74AU9|Q74AU9_GEOSL
tr|Q74CK8|Q74CK8_GEOSL	K19225
tr|Q74BQ6|Q74BQ6_GEOSL	K01991
tr|Q74D43|Q74D43_GEOSL	K15383
tr|Q74BP7|Q74BP7_GEOSL
